"LKNTS_NM","DGNSS_ENGN_NM","OCCRRNC_LVSTCKCNT","LVSTCKSPC_NM","OCCRRNC_DE","FARM_LOCPLC"
"브루셀라병","충북 남부지소",3,"소-한우",2008-01-15,"충청북도 옥천군 옥천읍"
"브루셀라병","충북 남부지소",1,"소-한우",2008-01-15,"충청북도 영동군 학산면"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2008-01-14,"경상북도 성주군 성주읍 성산리"
"브루셀라병","충남 가축위생연구소",8,"소-한우",2008-03-10,"충청남도 청양군 청남면 지곡리"
"브루셀라병","경북 가축위생시험소",5,"소-한우",2008-03-13,"경상북도 청도군 청도읍 송읍리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-03-13,"경상북도 고령군 운수면 대평리"
"브루셀라병","경북 북부지소",1,"소-한우",2008-03-13,"경상북도 안동시 풍산읍 수리"
"브루셀라병","충북 북부지소",1,"소-한우",2008-03-14,"충청북도 음성군 음성읍 평곡리"
"브루셀라병","충남 아산지소",1,"소-한우",2008-03-13,"충청남도 천안시 성남면 신덕리"
"브루셀라병","경북 북부지소",2,"소-한우",2008-03-14,"경상북도 청송군 진보면 고현리"
"결핵병","전남 축산기술연구소",1,"소-젖소",2008-03-13,"전라남도 장성군 북이면 원덕리"
"브루셀라병","경북 가축위생시험소",1,"소-젖소",2008-03-14,"경상북도 경산시 용성면 당리리"
"결핵병","경기 남부지소",1,"소-젖소",2008-03-13,"경기도 평택시 포승읍 방림리"
"브루셀라병","축산진흥연구소",1,"소-한우",2008-03-14,"전라북도 김제시 입석동"
"브루셀라병","경북 가축위생시험소",12,"소-한우",2008-03-17,"경상북도 청도군 풍각면 봉기리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-03-17,"경상북도 영천시 화산면 연계리"
"브루셀라병","경북 가축위생시험소",3,"소-육우",2008-03-17,"경상북도 구미시 선산읍 신기리"
"결핵병","경남 중부지소",1,"소-젖소",2008-03-13,"경상남도 양산시 하북면 삼감리"
"브루셀라병","경기북부 북부지소",8,"소-젖소",2008-03-14,"경기도 포천시 화현면"
"브루셀라병","경남 북부지소",1,"소-한우",2008-03-17,"경상남도 함양군 유림면 손곡리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-03-17,"경상남도 합천군 쌍백면 평구리"
"브루셀라병","경기 남부지소",1,"소-한우",2008-03-16,"경기도 안성시 일죽면 당촌리"
"결핵병","정읍지소",1,"소-젖소",2008-03-14,"전라북도 정읍시 덕천면 신월리"
"돼지생식기호흡기증후군","질병진단센터",3,"돼지-자돈",2008-05-23,"충청남도 홍성군 갈산면 상촌리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-05-21,"경상남도 창녕군 대합면 목단리"
"브루셀라병","경남 북부지소",2,"소-한우",2008-05-22,"경상남도 합천군 야로면 묵촌리"
"브루셀라병","경남 북부지소",2,"소-한우",2008-05-22,"경상남도 합천군 가야면 매화리"
"브루셀라병","충북 북부지소",1,"소-한우",2008-05-23,"충청북도 충주시 앙성면 영죽리"
"브루셀라병","전남 축산기술연구소",2,"사슴-엘크",2008-05-16,"전라남도 나주시 평산동"
"브루셀라병","경남 남부지소",1,"소-한우",2008-05-23,"경상남도 고성군 회화면 삼덕리"
"브루셀라병","전남 축산기술연구소",2,"소-젖소",2008-05-23,"전라남도 나주시 세지면 죽동리"
"뉴캣슬병","경기도북부축산위생연구소",4,"닭-기타",2008-05-16,"경기도 파주시 법원읍 오현리"
"브루셀라병","광주 보건환경연구원",3,"소-한우",2008-05-22,"광주광역시 광산구 신룡동"
"브루셀라병","경북 가축위생시험소",3,"소-한우",2008-05-23,"경상북도 청도군 매전면 북지리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-05-23,"경상북도 청도군 이서면 칠엽리"
"뉴캣슬병","경기북부 북부지소",6,"닭-육계",2008-05-21,"경기도 포천시 창수면 추동리"
"뉴캣슬병","질병진단센터",10,"닭-육계",2008-05-20,"대전광역시 유성구 신동"
"브루셀라병","충남 가축위생연구소",2,"소-한우",2008-05-23,"충청남도 홍성군 홍성읍 학계리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2008-05-23,"충청남도 청양군 운곡면 신대리"
"브루셀라병","경북 북부지소",7,"소-한우",2008-05-23,"경상북도 봉화군 법전면 척곡리"
"브루셀라병","경북 북부지소",1,"소-한우",2008-05-23,"경상북도 영양군 청기면 정족리"
"브루셀라병","충북 북부지소",2,"소-한우",2008-05-26,"충청북도 충주시 주덕읍 화곡리"
"브루셀라병","충북 북부지소",1,"소-한우",2008-05-26,"충청북도 충주시 금가면 잠병리"
"브루셀라병","정읍지소",1,"소-한우",2008-05-05,"전라북도 정읍시 칠보면 와우리"
"브루셀라병","정읍지소",1,"소-한우",2008-05-05,"전라북도 정읍시 칠보면 백암리"
"브루셀라병","정읍지소",10,"소-한우",2008-05-13,"전라북도 고창군 흥덕면 동사리"
"브루셀라병","정읍지소",10,"소-젖소",2008-05-14,"전라북도 고창군 공음면 군유리"
"브루셀라병","정읍지소",8,"소-젖소",2008-05-16,"전라북도 고창군 대산면 갈마리"
"브루셀라병","경북 서부지소",1,"소-한우",2008-06-25,"경상북도 문경시 마성면 모곡리"
"브루셀라병","경북 서부지소",2,"소-한우",2008-06-27,"경상북도 상주시 낙동면 상촌리"
"돼지생식기호흡기증후군","경기도축산위생연구소",1,"돼지-육성돈",2008-06-26,"경기도 화성시 장안면 수촌리"
"브루셀라병","경북 서부지소",3,"소-한우",2008-06-30,"경상북도 문경시 공평동"
"브루셀라병","충남 아산지소",3,"소-한우",2008-06-02,"충청남도 아산시 도고면 금산리"
"브루셀라병","충남 부여지소",1,"소-한우",2008-06-27,"충청남도 부여군 부여읍 능산리"
"가금티프스","전남 축산기술연구소",1000,"닭-기타",2008-06-30,"전라남도 무안군 운남면 연리"
"브루셀라병","경북 서부지소",8,"소-한우",2008-06-26,"경상북도 김천시 조마면 강곡리"
"브루셀라병","경북 북부지소",10,"소-한우",2008-06-30,"경상북도 의성군 금성면 탑리리"
"뉴캣슬병","경남 중부지소",2700,"메추리",2008-05-29,"경상남도 양산시 상북면 소석리"
"브루셀라병","전남 축산기술연구소",8,"소-한우",2008-06-28,"전라남도 화순군 북면 임곡리"
"브루셀라병","장수지소",22,"소-한우",2008-06-26,"전라북도 진안군 성수면 좌산리"
"브루셀라병","남원지소",1,"소-한우",2008-06-27,"전라북도 남원시 운봉읍 준향리"
"브루셀라병","남원지소",4,"소-한우",2008-06-30,"전라북도 순창군 구림면 운남리"
"브루셀라병","장수지소",1,"소-한우",2008-06-26,"전라북도 장수군 천천면 용광리"
"브루셀라병","경북 가축위생시험소",4,"소-한우",2008-06-30,"경상북도 성주군 용암면 용정리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-06-30,"경상북도 성주군 용암면 본리리"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2008-06-30,"경상북도 성주군 용암면 본리리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-06-23,"경상북도 포항시 북구 기계면 봉계리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-06-23,"경상북도 경주시 인왕동"
"브루셀라병","경북 동부지소",1,"소-한우",2008-06-23,"경상북도 경주시 건천읍 천포리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-06-23,"경상북도 경주시 외동읍 모화리"
"브루셀라병","경북 동부지소",3,"소-젖소",2008-06-23,"경상북도 경주시 남산동"
"브루셀라병","경북 동부지소",1,"소-한우",2008-06-25,"경상북도 경주시 천북면 갈곡리"
"결핵병","강원 남부지소",20,"소-젖소",2008-06-30,"강원도 횡성군 서원면 창촌리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-06-26,"경상북도 경주시 충효동"
"브루셀라병","경북 서부지소",1,"소-한우",2008-07-01,"경상북도 상주시 중동면 간상리"
"브루셀라병","경북 서부지소",1,"소-한우",2008-07-01,"경상북도 예천군 감천면 돈산리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2008-01-26,"전라남도 담양군 담양읍 강쟁리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2008-02-01,"전라남도 담양군 담양읍 강쟁리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2008-01-26,"전라남도 담양군 창평면 장화리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-01-31,"경상북도 청도군 풍각면 송서리"
"브루셀라병","충남 당진지소",15,"소-한우",2008-01-31,"충청남도 당진군 송악읍 석포리"
"브루셀라병","경북 북부지소",2,"소-한우",2008-09-10,"경상북도 의성군 금성면 대리리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-09-08,"경상남도 거창군 거창읍 장팔리"
"브루셀라병","울산 보건환경연구원",15,"소-한우",2008-09-11,"울산광역시 울주군 두서면 전읍리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-09-11,"울산광역시 울주군 삼남면 신화리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-09-11,"울산광역시 울주군 삼남면 교동리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2008-09-11,"울산광역시 울주군 삼동면 출강리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2008-09-11,"울산광역시 울주군 상북면 길천리"
"브루셀라병","울산 보건환경연구원",3,"소-한우",2008-09-11,"울산광역시 울주군 삼동면 둔기리"
"브루셀라병","익산지소",1,"소-한우",2008-09-04,"전라북도 익산시 월성동"
"브루셀라병","익산지소",1,"소-한우",2008-09-04,"전라북도 익산시 웅포면 맹산리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-09-08,"경상남도 의령군 궁류면 압곡리"
"브루셀라병","경남 북부지소",3,"소-한우",2008-09-08,"경상남도 창녕군 대지면 효정리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-09-08,"경상남도 창녕군 영산면 구계리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-09-08,"경상남도 거창군 마리면 말흘리"
"결핵병","경북 가축위생시험소",1,"소-젖소",2008-09-12,"경상북도 청도군 이서면 칠엽리"
"결핵병","전남 축산기술연구소",1,"소-젖소",2008-09-11,"전라남도 나주시 봉황면 황용리"
"결핵병","전남 축산기술연구소",5,"소-젖소",2008-09-11,"전라남도 나주시 운곡동"
"브루셀라병","충북 북부지소",2,"소-한우",2008-09-11,"충청북도 음성군 삼성면 덕정리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-09-09,"경상남도 창녕군 창녕읍 직교리"
"브루셀라병","경남 북부지소",1,"소",2008-09-09,"경상남도 창녕군 장마면 강리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-09-09,"경상남도 창녕군 창녕읍 퇴천리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-09-09,"경상남도 합천군 대병면 장단리"
"브루셀라병","경남 북부지소",2,"소-한우",2008-09-09,"경상남도 합천군 청덕면 대부리"
"브루셀라병","충남 당진지소",3,"소-한우",2008-09-12,"충청남도 당진군 송악읍 석포리"
"브루셀라병","전남 축산기술연구소",7,"소-한우",2008-09-12,"전라남도 나주시 세지면 죽동리"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2008-09-16,"경상북도 경산시 와촌면 소월리"
"브루셀라병","경남 북부지소",10,"소-한우",2008-11-07,"경상남도 합천군 야로면 월광리"
"브루셀라병","축산진흥연구소",5,"소-한우",2008-11-03,"전라북도 김제시 입석동"
"브루셀라병","축산진흥연구소",2,"소-한우",2008-11-03,"전라북도 김제시 청하면 장산리"
"브루셀라병","축산진흥연구소",1,"소-한우",2008-11-03,"전라북도 완주군 화산면 화평리"
"브루셀라병","축산진흥연구소",2,"소-한우",2008-11-03,"전라북도 완주군 삼례읍 구와리"
"브루셀라병","충남 부여지소",3,"소-한우",2008-11-03,"충청남도 논산시 채운면 화산리"
"브루셀라병","충남 부여지소",2,"소-한우",2008-11-10,"충청남도 부여군 장암면 정암리"
"브루셀라병","축산진흥연구소",1,"소-한우",2008-11-03,"전라북도 부안군 부안읍 옹중리"
"브루셀라병","전남 동부지소",1,"소-한우",2008-11-06,"전라남도 고흥군 고흥읍 등암리"
"브루셀라병","경기북부 북부지소",2,"소-젖소",2008-11-12,"경기도 가평군 상면 연하리"
"브루셀라병","충남 공주지소",43,"소-한우",2008-11-11,"충청남도 공주시 우성면 평목리"
"브루셀라병","충남 아산지소",2,"소-한우",2008-11-12,"충청남도 아산시 신창면 행목리"
"브루셀라병","충북 제천지소",1,"소-한우",2008-11-12,"충청북도 제천시 송학면 무도리"
"브루셀라병","충북 제천지소",1,"소-한우",2008-11-12,"충청북도 제천시 봉양읍 미당리"
"브루셀라병","경북 북부지소",2,"소-한우",2008-11-12,"경상북도 안동시 서후면 성곡리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-11-13,"경상북도 구미시 무을면 무수리"
"브루셀라병","경북 가축위생시험소",3,"소-젖소",2008-11-12,"경상북도 경산시 용성면 당리리"
"브루셀라병","경북 가축위생시험소",6,"소-젖소",2008-11-12,"경상북도 경산시 용성면 당리리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-11-12,"경상남도 창녕군 창녕읍 직교리"
"브루셀라병","경남 북부지소",2,"소-한우",2008-11-12,"경상남도 창녕군 장마면 강리"
"브루셀라병","경남 북부지소",3,"소-한우",2008-11-12,"경상남도 창녕군 대지면 효정리"
"브루셀라병","경남 북부지소",6,"소-한우",2008-11-13,"경상남도 합천군 쌍백면 평지리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-11-07,"경상남도 밀양시 초동면 오방리"
"브루셀라병","충남 아산지소",9,"소-한우",2008-11-14,"충청남도 아산시 선장면 가산리"
