"LKNTS_NM","DGNSS_ENGN_NM","OCCRRNC_LVSTCKCNT","LVSTCKSPC_NM","OCCRRNC_DE","FARM_LOCPLC"
"결핵병","충북 축산위생연구소",1,"소-한우",2009-04-15,"경상북도 예천군 상리면 두성동"
"브루셀라병","충북 북부지소",2,"소-한우",2009-04-03,"충청북도 충주시 앙성면 영죽리"
"브루셀라병","충북 북부지소",3,"소-한우",2009-04-03,"충청북도 충주시 금가면 문산리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-04-07,"충청북도 충주시 살미면 신당리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-04-13,"충청북도 충주시 주덕읍 창전리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-04-13,"충청북도 충주시 금가면 매하리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-04-20,"충청북도 충주시 노은면 연하리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-04-22,"충청북도 충주시 금가면 잠병리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-06-18,"경상남도 창녕군 대합면 등지리"
"브루셀라병","충남 부여지소",4,"소-한우",2009-06-19,"충청남도 부여군 장암면 정암리"
"브루셀라병","경남 중부지소",1,"소-한우",2009-06-18,"경상남도 김해시 한림면 명동리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-07-30,"울산광역시 울주군 상북면 명촌리"
"브루셀라병","익산지소",1,"소-한우",2010-07-30,"전라북도 김제시 공덕면 저산리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-07-30,"울산광역시 울주군 삼남면 교동리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-07-29,"울산광역시 울주군 언양읍 반곡리"
"결핵병","경북 서부지소",7,"소-한우",2010-07-29,"경상북도 상주시 인평동"
"브루셀라병","충북 제천지소",2,"소-한우",2010-08-02,"충청북도 제천시 덕산면"
"브루셀라병","충남 부여지소",1,"소-한우",2010-07-26,"충청남도 논산시 연무읍 소룡리"
"브루셀라병","충남 부여지소",1,"소-한우",2010-07-30,"충청남도 부여군 임천면 가신리"
"브루셀라병","충남 부여지소",1,"소-한우",2010-07-30,"충청남도 논산시 연무읍 소룡리"
"결핵병","전남 축산기술연구소",1,"소-한우",2010-07-29,"전라남도 무안군 몽탄면 달산리"
"결핵병","질병진단센터",8,"소-육우",2010-08-11,"경상북도 경주시 안강읍 옥산리"
"브루셀라병","경북 동부지소",1,"소-한우",2009-12-01,"경상북도 경주시 천북면 오야리"
"돼지생식기호흡기증후군","제주 동물위생시험소",7,"돼지-자돈",2009-12-07,"제주특별자치도 제주시 애월읍 광령리"
"브루셀라병","경북 서부지소",1,"소-한우",2009-12-01,"경상북도 문경시 산양면 진정리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2009-11-02,"충청북도 청주시 서원구 현도면 시동리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2009-11-02,"충청북도 청주시 서원구 현도면 시동리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2009-11-19,"충청북도 괴산군 사리면 수암리"
"브루셀라병","충북 축산위생연구소",2,"소-한우",2009-11-30,"충청북도 청원군 강외면 상봉리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-12-04,"전라북도 부안군 부안읍 신운리"
"돼지생식기호흡기증후군","충남 가축위생연구소",3,"돼지-육성돈",2009-12-02,"충청남도 홍성군 광천읍 옹암리"
"돼지생식기호흡기증후군","충남 가축위생연구소",2,"돼지-육성돈",2009-11-10,"충청남도 홍성군 광천읍 내죽리"
"돼지생식기호흡기증후군","충남 가축위생연구소",7,"돼지-육성돈",2009-11-10,"충청남도 홍성군 광천읍 내죽리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2009-12-08,"울산광역시 울주군 두동면 월평리"
"돼지생식기호흡기증후군","제주 동물위생시험소",3,"돼지-자돈",2009-12-08,"제주특별자치도 서귀포시 대정읍 안성리"
"브루셀라병","대구 보건환경연구원",2,"소-젖소",2009-12-01,"대구광역시 달성군 구지면 창리"
"브루셀라병","대구 보건환경연구원",1,"소-한우",2009-12-03,"대구광역시 달성군 옥포면 반송리"
"결핵병","전남 남부지소",1,"소-한우",2009-11-26,"전라남도 영암군 서호면 몽해리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-12-03,"경상남도 창녕군 유어면 부곡리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-12-04,"경상남도 창녕군 고암면 억만리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-12-04,"경상남도 창녕군 유어면 선소리"
"브루셀라병","부산 보건환경연구원",1,"소-한우",2009-12-03,"부산광역시 기장군 철마면 와여리"
"결핵병","인천 보건환경연구원",1,"소-한우",2009-12-08,"경기도 고양시 일산동구 설문동"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2009-12-07,"경상북도 경산시 용성면 당리리"
"브루셀라병","경북 동부지소",2,"소-한우",2009-12-07,"경상북도 경주시 안강읍 검단리"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2009-12-07,"경상북도 영천시 고경면 상리리"
"결핵병","전남 동부지소",1,"소-육우",2009-12-03,"전라남도 구례군 마산면 마산리"
"결핵병","익산지소",1,"소-젖소",2009-12-07,"전라북도 군산시 회현면 금광리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2009-12-09,"경상북도 경산시 압량면 압량리"
"브루셀라병","충남 당진지소",1,"소-젖소",2009-12-04,"충청남도 예산군 광시면 은사리"
"브루셀라병","남원지소",11,"소-한우",2010-03-15,"전라북도 남원시 수지면 초리"
"브루셀라병","경남 중부지소",1,"소-한우",2010-03-10,"경상남도 김해시 한림면 명동리"
"브루셀라병","경남 중부지소",2,"소-젖소",2010-03-15,"경상남도 김해시 한림면 장방리"
"결핵병","충남 가축위생연구소",6,"소-한우",2010-03-15,"충청남도 청양군 화성면"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2010-03-12,"울산광역시 울주군 삼남면 방기리"
"결핵병","경기 동부지소",5,"소-한우",2010-03-15,"경기도 이천시 모가면 진가리"
"결핵병","경기북부 북부지소",4,"소-한우",2010-03-14,"경기도 포천시 관인면 중리"
"브루셀라병","경북 북부지소",7,"소-한우",2010-03-15,"경상북도 영주시 장수면 반구리"
"브루셀라병","경남 북부지소",1,"소-한우",2010-03-17,"경상남도 함양군 안의면 봉산리"
"결핵병","전남 축산기술연구소",2,"소-한우",2010-03-12,"전라남도 장성군 삼서면 삼계리"
"브루셀라병","경북 가축위생시험소",8,"소-한우",2010-03-12,"경상북도 군위군 산성면 백학리"
"결핵병","익산지소",1,"소-한우",2010-03-18,"전라북도 김제시 백산면 부거리"
"결핵병","경남 축산진흥연구소",13,"소-젖소",2010-03-18,"경상남도 진주시 대곡면 가정리"
"돼지생식기호흡기증후군","질병진단센터",1,"돼지-기타",2010-03-19,"경기도 파주시 문산읍 선유리"
"결핵병","경기 남부지소",1,"소-한우",2010-03-17,"경기도 이천시 모가면 신갈리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2010-03-13,"전라남도 함평군 손불면 대전리"
"가금티프스","익산지소",300,"닭-기타",2010-03-19,"전라북도 김제시 백산면 상정리"
"결핵병","충남 가축위생연구소",7,"소-젖소",2010-03-18,"충청남도 보령시 천북면 궁포리"
"브루셀라병","경북 가축위생시험소",7,"소-한우",2010-01-26,"경상북도 영천시 청통면 신덕리"
"결핵병","남원지소",2,"소-한우",2010-01-25,"전라북도 순창군 인계면 도룡리"
"브루셀라병","경북 동부지소",23,"소-한우",2010-01-28,"경상북도 경주시 서면 서오리"
"가금티프스","질병진단센터",1500,"닭-육계",2010-01-22,"부산광역시 강서구 대저2동"
"브루셀라병","대구 보건환경연구원",1,"소-젖소",2010-01-18,"대구광역시 달성군 논공읍 금포리"
"브루셀라병","충북 남부지소",2,"소-한우",2010-01-14,"충청북도 보은군 내북면 동산리"
"브루셀라병","경남 중부지소",1,"소-한우",2010-01-21,"경상남도 김해시 대동면 수안리"
"결핵병","경기도축산위생연구소",5,"소-한우",2010-01-25,"전라남도 화순군 동면 옥호리"
"브루셀라병","경남 중부지소",1,"소-한우",2010-01-25,"경상남도 김해시 장유면 내덕리"
"브루셀라병","경남 중부지소",1,"소-한우",2010-01-28,"경상남도 김해시 대동면 수안리"
"브루셀라병","경북 가축위생시험소",9,"소-한우",2010-01-27,"경상북도 청도군 풍각면 봉기리"
"가금티프스","충남 아산지소",37400,"닭-육계",2010-01-28,"충청남도 천안시 동남구 광덕면 보산원리"
"브루셀라병","경남 북부지소",5,"소-한우",2010-01-22,"경상남도 의령군 낙서면 전화리"
"브루셀라병","경남 북부지소",10,"소-한우",2010-01-25,"경상남도 함양군 안의면 봉산리"
"브루셀라병","충남 당진지소",2,"소-젖소",2010-01-29,"충청남도 예산군 삽교읍 삽교리"
"브루셀라병","경남 북부지소",1,"소-한우",2010-04-16,"경상남도 창녕군 길곡면 길곡리"
"브루셀라병","경북 동부지소",10,"소-한우",2010-04-16,"경상북도 포항시 남구 대보면 강사리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-04-19,"경상북도 포항시 북구 죽장면 입암리"
"브루셀라병","경북 동부지소",1,"소-육우",2010-04-19,"경상북도 포항시 남구 대보면 강사리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-04-19,"경상북도 경주시 건천읍 대곡리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-04-19,"경상북도 경주시 내남면 명계리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2010-04-19,"경상북도 영천시 고경면 상리리"
"브루셀라병","충남 부여지소",2,"소-한우",2010-04-16,"충청남도 부여군 초촌면 소사리"
"가금티프스","남원지소",2000,"닭-육계",2010-04-16,"전라북도 순창군 적성면 괴정리"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2010-04-19,"경상북도 청도군 화양읍 서상리"
"브루셀라병","정읍지소",2,"소-한우",2010-04-12,"전라북도 정읍시 정우면 화천리"
"돼지생식기호흡기증후군","경기 남부지소",20,"돼지-육성돈",2010-04-21,"경기도 용인시 처인구 포곡읍 신원리"
"브루셀라병","정읍지소",1,"소-한우",2010-04-12,"전라북도 고창군 신림면 무림리"
"브루셀라병","정읍지소",2,"소-한우",2010-04-19,"전라북도 정읍시 칠보면 반곡리"
"돼지생식기호흡기증후군","제주 동물위생시험소",2,"돼지-자돈",2010-04-20,"제주특별자치도 서귀포시 대정읍 일과리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-04-20,"울산광역시 울주군 상북면 명촌리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2010-04-19,"울산광역시 울주군 두서면 차리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-04-20,"울산광역시 울주군 두서면 복안리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-04-19,"울산광역시 울주군 두서면 복안리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-04-19,"울산광역시 울주군 범서읍 천상리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2010-04-21,"울산광역시 울주군 언양읍 송대리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2010-04-21,"울산광역시 울주군 언양읍 태기리"
"결핵병","충북 남부지소",1,"소-한우",2010-04-21,"세종특별자치시  연기면 수산리"
"돼지생식기호흡기증후군","충북 제천지소",3,NA,2010-04-20,"충청북도 제천시 송학면 포전리"
"브루셀라병","경북 서부지소",16,"소-한우",2010-04-19,"경상북도 김천시 지좌동"
"브루셀라병","경북 가축위생시험소",17,"소-젖소",2010-04-20,"경상북도 성주군 대가면 칠봉리"
"브루셀라병","경북 가축위생시험소",5,"소-젖소",2010-04-22,"경상북도 경산시 자인면 북사리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2010-04-19,"충청남도 보령시 주산면 야룡리"
"브루셀라병","충북 북부지소",7,"소-한우",2010-06-29,"충청북도 음성군 삼성면 양덕리"
"브루셀라병","익산지소",9,"소-한우",2010-06-22,"전라북도 익산시 망성면 장선리"
"결핵병","충남 부여지소",2,"소-한우",2010-06-17,"충청남도 논산시 광석면 산동리"
"브루셀라병","충남 당진지소",16,"소-한우",2010-06-28,"충청남도 당진군 송악읍 가학리"
"브루셀라병","경북 서부지소",1,"소-한우",2010-06-28,"경상북도 예천군 감천면 덕율리"
"브루셀라병","충북 축산위생연구소",3,"소-한우",2010-07-02,"충청북도 청원군 강외면 정중리"
"브루셀라병","경북 북부지소",2,"소-한우",2010-06-23,"경상북도 영주시 창진동"
"결핵병","경기 남부지소",1,"소-한우",2010-06-23,"경기도 용인시 처인구 백암면 백암리"
"브루셀라병","전남 축산기술연구소",5,"소-젖소",2010-06-24,"전라남도 담양군 용면 추성리"
"결핵병","전남 남부지소",9,"사슴-엘크",2010-07-02,"전라남도 진도군 군내면 용장리"
"결핵병","충남 아산지소",39,"소-젖소",2010-06-28,"충청남도 아산시 염치읍 산양리"
"결핵병","충남 아산지소",18,"소-젖소",2010-06-28,"충청남도 아산시 염치읍 석두리"
"결핵병","충남 가축위생연구소",1,"소-한우",2010-06-30,"충청남도 홍성군 홍성읍 옥암리"
"결핵병","경북 가축위생시험소",3,"소-한우",2010-06-30,"경상북도 칠곡군 약목면 복성리"
"가금티프스","경기 남부지소",2000,"닭-육계",2009-02-03,"경기도 안성시 보개면 적가리"
"브루셀라병","경남 북부지소",14,"소-한우",2009-03-26,"경상남도 창녕군 대합면 목단리"
"브루셀라병","경남 북부지소",8,"소-한우",2009-03-26,"경상남도 창녕군 창녕읍 퇴천리"
"브루셀라병","축산진흥연구소",4,"소-한우",2009-03-27,"전라북도 김제시 용지면 용암리"
"브루셀라병","축산진흥연구소",38,"소-한우",2009-03-27,"전라북도 김제시 죽산면 죽산리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-03-30,"경상남도 창녕군 창녕읍 퇴천리"
"결핵병","경기 동부지소",3,"소-젖소",2009-03-26,"경기도 여주시 점동면 덕평리"
"브루셀라병","충남 부여지소",1,"소-한우",2009-03-24,"충청남도 서천군 문산면 금복리"
"브루셀라병","충남 부여지소",3,"소-한우",2009-03-30,"충청남도 부여군 규암면 나복리"
"브루셀라병","경남 중부지소",1,"소-한우",2009-03-23,"경상남도 양산시 주진동"
"브루셀라병","경북 북부지소",1,"소-한우",2009-03-30,"경상북도 영주시 순흥면 태장리"
"브루셀라병","경북 북부지소",1,"소-한우",2009-03-30,"경상북도 영주시 상망동"
"브루셀라병","경북 북부지소",1,"소-한우",2009-03-27,"경상북도 봉화군 춘양면 석현리"
"브루셀라병","경남 축산진흥연구소",1,"소-한우",2009-03-30,"경상남도 산청군 차황면 장위리"
"브루셀라병","경남 축산진흥연구소",1,"소-한우",2009-03-30,"경상남도 진주시 대곡면 유곡리"
"결핵병","경기도축산위생연구소",1,"소-한우",2009-03-30,"경기도 화성시 양감면 사창리"
"브루셀라병","충남 당진지소",3,"소-한우",2009-03-25,"충청남도 당진군 송악읍 석포리"
"브루셀라병","전남 축산기술연구소",8,"소-한우",2009-03-27,"전라남도 영광군 염산면 오동리"
"브루셀라병","전남 축산기술연구소",25,"소-한우",2009-03-29,"전라남도 나주시 동수동"
"브루셀라병","전남 축산기술연구소",3,"소-한우",2009-03-14,"전라남도 나주시 왕곡면 덕산리"
"브루셀라병","전남 축산기술연구소",3,"소-한우",2009-03-27,"전라남도 무안군 일로읍 의산리"
"브루셀라병","전남 축산기술연구소",2,"소-한우",2009-03-27,"전라남도 담양군 월산면 월산리"
"브루셀라병","전남 남부지소",4,"소-한우",2009-05-27,"전라남도 영암군 도포면 구학리"
"브루셀라병","전남 남부지소",1,"소-한우",2009-05-27,"전라남도 영암군 도포면 구학리"
"브루셀라병","전남 축산기술연구소",3,"소-한우",2009-04-17,"전라남도 무안군 일로읍 월암리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2009-04-24,"전라남도 함평군 손불면 동암리"
"브루셀라병","전남 축산기술연구소",6,"소-한우",2009-04-26,"전라남도 함평군 월야면 용암리"
"브루셀라병","전남 축산기술연구소",3,"소-한우",2009-05-01,"전라남도 함평군 월야면 용암리"
"브루셀라병","전남 축산기술연구소",5,"소-한우",2009-05-16,"전라남도 무안군 일로읍 월암리"
"브루셀라병","전남 축산기술연구소",2,"소-한우",2009-05-17,"전라남도 무안군 해제면 유월리"
"브루셀라병","전남 축산기술연구소",6,"소-한우",2009-05-21,"전라남도 함평군 함평읍 수호리"
"브루셀라병","전남 축산기술연구소",5,"소-한우",2009-05-27,"전라남도 무안군 일로읍 의산리"
"브루셀라병","경남 축산진흥연구소",29,"소-한우",2009-05-27,"경상남도 함안군 법수면 강주리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2009-05-28,"경상북도 군위군 부계면 대율동"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2009-05-28,"경상북도 경산시 용성면 당리리"
"브루셀라병","충남 태안지소",4,"소-한우",2009-05-25,"충청남도 서산시 고북면 신송리"
"브루셀라병","경북 서부지소",1,"소-한우",2009-05-25,"경상북도 김천시 지례면 교리"
"브루셀라병","충북 남부지소",5,"소-한우",2009-05-13,"충청북도 보은군 내북면 이원리"
"브루셀라병","충북 남부지소",4,"소-한우",2009-05-13,"충청북도 보은군 회북면 신대리"
"브루셀라병","충북 남부지소",6,"소-한우",2009-05-20,"충청북도 영동군 용산면 한석리"
"브루셀라병","경북 북부지소",1,"소-한우",2009-05-27,"경상북도 봉화군 상운면 신라리"
"결핵병","전남 축산기술연구소",10,"소-한우",2009-05-28,"전라남도 나주시 봉황면 장성리"
"브루셀라병","강원 동부지소",3,"소-한우",2009-05-22,"강원도 강릉시 연곡면 영진리"
"결핵병","경기 동부지소",3,"소-한우",2009-05-18,"경기도 양평군 단월면 보룡리"
"브루셀라병","정읍지소",19,"소-한우",2009-05-25,"전라북도 정읍시 북면 승부리"
"브루셀라병","정읍지소",2,"소-한우",2009-05-25,"전라북도 정읍시 북면 한교리"
"브루셀라병","충남 공주지소",1,"소-한우",2009-05-29,"충청남도 금산군 금산읍 신대리"
"브루셀라병","익산지소",1,"소-한우",2009-05-25,"전라북도 익산시 왕궁면 온수리"
"브루셀라병","익산지소",2,"소-한우",2009-05-21,"전라북도 익산시 춘포면 오산리"
"브루셀라병","익산지소",2,"소-한우",2009-05-25,"전라북도 군산시 임피면 술산리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-07-20,"전라북도 김제시 백산면 부거리"
"브루셀라병","축산진흥연구소",4,"소-한우",2009-07-22,"전라북도 김제시 봉남면 평사리"
"브루셀라병","축산진흥연구소",1,"소-젖소",2009-07-23,"전라북도 김제시 만경읍 장산리"
"가금티프스","경기도축산위생연구소",1000,"닭-육계",2009-07-22,"경기도 화성시 팔탄면 덕천리"
"브루셀라병","경남 중부지소",2,"소-한우",2009-07-22,"경상남도 김해시 진례면 초전리"
"뉴캣슬병","정읍지소",17000,"닭-기타",2009-07-21,"전라북도 정읍시 덕천면 신월리"
"뉴캣슬병","정읍지소",2000,"닭-기타",2009-07-23,"전라북도 정읍시 태인면 오봉리"
"돼지생식기호흡기증후군","남원지소",8,"돼지-종돈",2009-07-22,"전라북도 남원시 운봉읍 준향리"
"브루셀라병","경남 중부지소",1,"소-한우",2009-06-18,"경상남도 김해시 한림면 퇴래리"
"돼지오제스키병","경남 중부지소",9,"돼지-기타",2009-06-19,"경상남도 김해시 한림면 명동리"
"돼지오제스키병","경남 중부지소",7,"돼지-기타",2009-06-19,"경상남도 김해시 한림면 명동리"
"브루셀라병","경남 중부지소",2,"소-한우",2009-06-22,"경상남도 김해시 진례면 산본리"
"브루셀라병","경남 중부지소",5,"소-한우",2009-06-22,"경상남도 창원시 의창구 북면 신촌리"
"브루셀라병","경남 중부지소",1,"소-한우",2009-06-22,"경상남도 양산시 주진동"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2009-06-24,"경상북도 청도군 풍각면 송서리"
"돼지생식기호흡기증후군","제주 동물위생시험소",6,"돼지-자돈",2009-06-24,"제주특별자치도 서귀포시 남원읍 위미리"
"브루셀라병","충남 당진지소",2,"소-한우",2009-06-08,"충청남도 예산군 신양면 불원리"
"브루셀라병","충남 당진지소",13,"소-한우",2009-06-05,"충청남도 당진군 송악읍 석포리"
"브루셀라병","충남 당진지소",1,"소-한우",2009-06-22,"충청남도 예산군 신양면 신양리"
"브루셀라병","장수지소",10,"소-한우",2009-06-19,"전라북도 장수군 산서면 오성리"
"브루셀라병","장수지소",1,"소-한우",2009-06-19,"전라북도 장수군 산서면 오성리"
"돼지생식기호흡기증후군","충남 가축위생연구소",5,"돼지-육성돈",2009-06-18,"충청남도 홍성군 광천읍 담산리"
"돼지생식기호흡기증후군","충남 가축위생연구소",3,"돼지-육성돈",2009-06-19,"충청남도 홍성군 광천읍 내죽리"
"결핵병","장수지소",16,"소-한우",2009-06-15,"전라북도 장수군 계남면 침곡리"
"결핵병","장수지소",4,"소-한우",2009-06-19,"전라북도 장수군 계남면 침곡리"
"돼지생식기호흡기증후군","제주 동물위생시험소",5,"돼지-기타",2009-06-25,"제주특별자치도 서귀포시 남원읍 의귀리"
"돼지생식기호흡기증후군","제주 동물위생시험소",1,"돼지-기타",2009-06-25,"제주특별자치도 제주시 한림읍 금악리"
"돼지생식기호흡기증후군","제주 동물위생시험소",7,"돼지-자돈",2009-06-25,"제주특별자치도 제주시 한림읍 상대리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2009-06-21,"전라남도 장성군 북이면 원덕리"
"돼지생식기호흡기증후군","충남 가축위생연구소",4,"돼지-육성돈",2009-06-25,"충청남도 홍성군 서부면 이호리"
"브루셀라병","경남 북부지소",11,"소-한우",2009-06-22,"경상남도 창녕군 이방면 거남리"
"결핵병","경기 남부지소",2,"소-젖소",2009-06-18,"경기도 안성시 대덕면 모산리"
"브루셀라병","경북 가축위생시험소",16,"소-한우",2009-06-26,"경상북도 경산시 하양읍 양지리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2009-08-26,"경상북도 군위군 산성면 백학리"
"브루셀라병","경북 서부지소",1,"소-한우",2009-08-24,"경상북도 예천군 풍양면 풍신리"
"브루셀라병","충남 공주지소",1,"소-한우",2009-08-26,"충청남도 계룡시 엄사면 향한리"
"브루셀라병","경남 중부지소",1,"소-한우",2009-08-24,"경상남도 김해시 한림면 시산리"
"브루셀라병","경남 중부지소",1,"소-한우",2009-08-24,"경상남도 김해시 생림면 봉림리"
"브루셀라병","경남 중부지소",5,"소-한우",2009-08-26,"경상남도 김해시 진례면 산본리"
"브루셀라병","대구 보건환경연구원",1,"소-한우",2009-08-24,"대구광역시 달성군 옥포면 반송리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-08-28,"충청북도 충주시 살미면 공이리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-08-28,"충청북도 충주시 주덕읍 신중리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-08-28,"충청북도 충주시 엄정면 율능리"
"결핵병","경북 동부지소",2,"소-젖소",2009-08-27,"경상북도 경주시 안강읍 강교리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-08-28,"충청북도 충주시 신니면 용원리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2009-07-23,"충청북도 청주시 청원구 북이면 신대리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2009-08-03,"충청북도 청주시 상당구 낭성면 관정리"
"브루셀라병","충북 축산위생연구소",3,"소-한우",2009-08-10,"충청북도 진천군 백곡면 석현리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-08-14,"경상남도 의령군 화정면 가수리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2009-08-17,"충청북도 청주시 상당구 남일면 문주리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2009-08-20,"충청북도 청원군 강외면 정중리"
"브루셀라병","충북 남부지소",1,"소-한우",2009-07-22,"충청북도 보은군 내북면 이원리"
"브루셀라병","경남 북부지소",2,"소-한우",2009-08-20,"경상남도 함양군 함양읍 죽림리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-08-20,"경상남도 함양군 안의면 봉산리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-08-20,"경상남도 함양군 안의면 금천리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-08-28,"충청북도 음성군 원남면 보천리"
"브루셀라병","충북 북부지소",1,"소-한우",2009-08-28,"충청북도 음성군 감곡면 원당리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-08-19,"경상남도 거창군 남상면 무촌리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-08-26,"경상남도 의령군 부림면 신반리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-08-28,"경상남도 거창군 가북면 용산리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-08-28,"경상남도 거창군 위천면 남산리"
"돼지생식기호흡기증후군","장수지소",50,"돼지-육성돈",2009-11-05,"전라북도 장수군 장계면 금곡리"
"브루셀라병","경기 동부지소",16,"소-한우",2009-11-09,"경기도 이천시 모가면 신갈리"
"결핵병","충남 부여지소",32,"사슴-엘크",2009-11-09,"충청남도 서천군 시초면 초현리"
"브루셀라병","경북 동부지소",1,"소-젖소",2010-03-15,"경상북도 경주시 안강읍 육통리"
"브루셀라병","경북 동부지소",5,"소-한우",2010-03-15,"경상북도 경주시 건천읍 화천리"
"브루셀라병","경북 동부지소",6,"소-한우",2010-03-15,"경상북도 포항시 북구 기계면 봉계리"
"브루셀라병","인천 보건환경연구원",1,"소-한우",2010-03-11,"인천광역시 남동구 장수동"
"결핵병","경기도축산위생연구소",1,"소-젖소",2010-03-09,"전라남도 나주시 왕곡면 본양리"
"결핵병","경북 동부지소",1,"사슴-엘크",2010-03-18,"경상북도 경주시 현곡면 라원리"
"브루셀라병","경북 북부지소",1,"소-한우",2010-03-17,"경상북도 안동시 풍천면 도양리"
"결핵병","충남 아산지소",3,"소-젖소",2010-03-22,"충청남도 천안시 풍세면 남관리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2010-03-17,"울산광역시 울주군 상북면 지내리"
"브루셀라병","전남 남부지소",1,"소-한우",2010-03-22,"전라남도 해남군 현산면 만안리"
"브루셀라병","축산진흥연구소",12,"소-한우",2010-05-19,"전라북도 완주군 화산면 춘산리"
"브루셀라병","축산진흥연구소",2,"소-한우",2010-05-22,"전라북도 완주군 화산면 화월리"
"가금티프스","정읍지소",1000,"닭-기타",2010-05-24,"전라북도 정읍시 신태인읍 백산리"
"돼지생식기호흡기증후군","전남 축산기술연구소",400,"돼지-육성돈",2010-05-04,"전라남도 순천시 해룡면 월전리"
"브루셀라병","경북 북부지소",1,"소-한우",2010-05-24,"경상북도 안동시 와룡면 태리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-05-24,"경상북도 경주시 천북면 모아리"
"브루셀라병","경북 동부지소",14,"소-한우",2010-05-24,"경상북도 포항시 북구 신광면 상읍리"
"브루셀라병","경북 동부지소",15,"소-한우",2010-05-24,"경상북도 포항시 남구 대보면 강사리"
"브루셀라병","경북 동부지소",2,"소-한우",2010-05-24,"경상북도 포항시 북구 기계면 내단리"
"브루셀라병","경남 중부지소",3,"소-한우",2010-05-19,"경상남도 밀양시 부북면 퇴로리"
"결핵병","충북 남부지소",1,"소-한우",2010-05-27,"충청북도 옥천군 군서면 동평리"
"브루셀라병","충북 남부지소",2,"소-한우",2010-05-24,"충청북도 보은군 내북면 이원리"
"브루셀라병","강원 남부지소",1,"소-한우",2010-05-26,"강원도 원주시 문막읍 반계리"
"브루셀라병","경기 동부지소",10,"소-한우",2010-05-26,"경기도 이천시 모가면 진가리"
"돼지생식기호흡기증후군","충남 가축위생연구소",4,"돼지-육성돈",2010-05-28,"충청남도 보령시 천북면 신덕리"
"브루셀라병","전남 축산기술연구소",1,"소-한우",2010-05-17,"전라남도 함평군 월야면 용월리"
